tenant_id,historical_invoice_id,invoice_number,finplex_customer_id,settled_date,days_to_settle,days_late,is_disputed
tenant_demo,hist_inv_01422,5786890759,cust_0379-NEVHP,2013-01-27,18,0,0
tenant_demo,hist_inv_02422,9831463047,cust_0379-NEVHP,2013-02-11,17,0,0
tenant_demo,hist_inv_00117,476918544,cust_0379-NEVHP,2013-03-03,17,0,0
tenant_demo,hist_inv_02075,8385411888,cust_0379-NEVHP,2013-03-11,22,0,0
tenant_demo,hist_inv_01989,8033892101,cust_0379-NEVHP,2013-04-19,16,0,0
tenant_demo,hist_inv_00403,1604888971,cust_0379-NEVHP,2013-06-12,26,0,1
tenant_demo,hist_inv_02197,8893171508,cust_0379-NEVHP,2013-06-06,8,0,0
tenant_demo,hist_inv_00258,951035745,cust_0379-NEVHP,2013-06-19,14,0,0
tenant_demo,hist_inv_00670,2748334767,cust_0379-NEVHP,2013-07-11,17,0,0
tenant_demo,hist_inv_01040,4192014066,cust_0379-NEVHP,2013-07-25,13,0,0
tenant_demo,hist_inv_00038,122662308,cust_0379-NEVHP,2013-08-21,16,0,0
tenant_demo,hist_inv_00738,3056950219,cust_0379-NEVHP,2013-08-21,10,0,0
tenant_demo,hist_inv_01805,7285560671,cust_0379-NEVHP,2013-08-31,15,0,0
tenant_demo,hist_inv_00905,3699989123,cust_0379-NEVHP,2013-09-13,6,0,0
tenant_demo,hist_inv_01605,6478764177,cust_0379-NEVHP,2013-10-26,22,0,0
tenant_demo,hist_inv_01636,6579967070,cust_0379-NEVHP,2013-11-17,11,0,0
tenant_demo,hist_inv_01125,4566394525,cust_0465-DTULQ,2012-02-04,31,1,0
tenant_demo,hist_inv_01934,7839294116,cust_0465-DTULQ,2012-02-13,35,5,0
tenant_demo,hist_inv_01363,5519301828,cust_0465-DTULQ,2012-03-21,51,21,1
tenant_demo,hist_inv_01812,7314906808,cust_0465-DTULQ,2012-05-03,23,0,0
tenant_demo,hist_inv_02111,8488549558,cust_0465-DTULQ,2012-06-12,45,15,1
tenant_demo,hist_inv_00315,1223908099,cust_0465-DTULQ,2012-06-20,24,0,0
tenant_demo,hist_inv_01338,5406697446,cust_0465-DTULQ,2012-08-03,48,18,1
tenant_demo,hist_inv_00439,1745880588,cust_0465-DTULQ,2012-09-05,35,5,0
tenant_demo,hist_inv_01108,4481983205,cust_0465-DTULQ,2012-09-28,30,0,0
tenant_demo,hist_inv_01196,4838574848,cust_0465-DTULQ,2012-10-14,45,15,1
tenant_demo,hist_inv_00541,2168210949,cust_0465-DTULQ,2012-10-23,50,20,1
tenant_demo,hist_inv_00130,514496777,cust_0465-DTULQ,2012-10-17,33,3,0
tenant_demo,hist_inv_01887,7655234333,cust_0465-DTULQ,2012-11-07,35,5,0
tenant_demo,hist_inv_02194,8875015994,cust_0465-DTULQ,2012-12-20,34,4,0
tenant_demo,hist_inv_01055,4259682376,cust_0465-DTULQ,2013-01-27,40,10,1
tenant_demo,hist_inv_00932,3812264523,cust_0465-DTULQ,2013-01-25,28,0,0
tenant_demo,hist_inv_02099,8461427104,cust_0465-DTULQ,2013-02-20,40,10,1
tenant_demo,hist_inv_02206,8925106994,cust_0465-DTULQ,2013-02-23,36,6,0
tenant_demo,hist_inv_00242,902573987,cust_0465-DTULQ,2013-03-31,30,0,0
tenant_demo,hist_inv_00616,2528705556,cust_0465-DTULQ,2013-04-28,26,0,0
tenant_demo,hist_inv_00345,1342171511,cust_0465-DTULQ,2013-05-19,26,0,0
tenant_demo,hist_inv_02226,9012691752,cust_0465-DTULQ,2013-08-15,26,0,0
tenant_demo,hist_inv_02060,8301711992,cust_0465-DTULQ,2013-08-26,28,0,1
tenant_demo,hist_inv_01658,6674900941,cust_0465-DTULQ,2013-11-10,21,0,0
tenant_demo,hist_inv_02224,9010084863,cust_0465-DTULQ,2013-12-12,29,0,0
tenant_demo,hist_inv_01516,6128855877,cust_0465-DTULQ,2013-12-23,28,0,0
tenant_demo,hist_inv_01435,5853943614,cust_0625-TNJFG,2012-03-25,30,0,0
tenant_demo,hist_inv_00317,1234438336,cust_0625-TNJFG,2012-03-28,22,0,0
tenant_demo,hist_inv_01721,6929479378,cust_0625-TNJFG,2012-04-11,22,0,0
tenant_demo,hist_inv_00367,1436243551,cust_0625-TNJFG,2012-07-05,16,0,0
tenant_demo,hist_inv_00887,3582527568,cust_0625-TNJFG,2012-08-31,30,0,0
tenant_demo,hist_inv_01566,6301784259,cust_0625-TNJFG,2012-09-13,20,0,0
tenant_demo,hist_inv_01622,6541040836,cust_0625-TNJFG,2012-09-17,24,0,0
tenant_demo,hist_inv_01149,4681944108,cust_0625-TNJFG,2012-09-23,23,0,0
tenant_demo,hist_inv_02403,9759992761,cust_0625-TNJFG,2012-10-02,24,0,0
tenant_demo,hist_inv_01178,4778063703,cust_0625-TNJFG,2012-10-12,32,2,0
tenant_demo,hist_inv_01173,4755000748,cust_0625-TNJFG,2012-10-24,24,0,0
tenant_demo,hist_inv_01180,4788766053,cust_0625-TNJFG,2012-10-31,31,1,0
tenant_demo,hist_inv_00968,3945949225,cust_0625-TNJFG,2012-11-15,15,0,0
tenant_demo,hist_inv_01420,5779088948,cust_0625-TNJFG,2012-12-13,24,0,0
tenant_demo,hist_inv_01572,6326625438,cust_0625-TNJFG,2013-02-16,23,0,0
tenant_demo,hist_inv_01557,6273031192,cust_0625-TNJFG,2013-03-28,34,4,0
tenant_demo,hist_inv_01879,7615315828,cust_0625-TNJFG,2013-06-08,29,0,0
tenant_demo,hist_inv_00201,748230672,cust_0625-TNJFG,2013-06-05,25,0,0
tenant_demo,hist_inv_02242,9061983609,cust_0625-TNJFG,2013-06-28,26,0,0
tenant_demo,hist_inv_01346,5437619752,cust_0625-TNJFG,2013-08-06,32,2,0
tenant_demo,hist_inv_01750,7056862793,cust_0625-TNJFG,2013-08-01,25,0,0
tenant_demo,hist_inv_01430,5833648536,cust_0625-TNJFG,2013-08-04,22,0,0
tenant_demo,hist_inv_00881,3559978043,cust_0625-TNJFG,2013-09-11,17,0,0
tenant_demo,hist_inv_00206,761602627,cust_0625-TNJFG,2013-10-18,41,11,1
tenant_demo,hist_inv_01008,4084102990,cust_0625-TNJFG,2013-09-22,14,0,0
tenant_demo,hist_inv_01368,5539674578,cust_0625-TNJFG,2013-12-02,27,0,0
tenant_demo,hist_inv_01496,6052640963,cust_0625-TNJFG,2013-12-01,20,0,0
tenant_demo,hist_inv_01788,7203564937,cust_0625-TNJFG,2013-12-12,21,0,0
tenant_demo,hist_inv_02121,8528877072,cust_0688-XNJRO,2012-02-24,43,13,0
tenant_demo,hist_inv_02113,8493182849,cust_0688-XNJRO,2012-03-22,64,34,0
tenant_demo,hist_inv_01506,6088063371,cust_0688-XNJRO,2012-03-25,46,16,0
tenant_demo,hist_inv_01664,6689193712,cust_0688-XNJRO,2012-03-15,33,3,0
tenant_demo,hist_inv_00953,3894033760,cust_0688-XNJRO,2012-06-03,49,19,0
tenant_demo,hist_inv_01096,4433390540,cust_0688-XNJRO,2012-06-08,48,18,0
tenant_demo,hist_inv_00263,981596189,cust_0688-XNJRO,2012-07-28,51,21,0
tenant_demo,hist_inv_01444,5868117840,cust_0688-XNJRO,2012-08-15,41,11,0
tenant_demo,hist_inv_00579,2349505867,cust_0688-XNJRO,2012-09-11,57,27,0
tenant_demo,hist_inv_00338,1318038002,cust_0688-XNJRO,2012-10-13,40,10,0
tenant_demo,hist_inv_00959,3913519192,cust_0688-XNJRO,2012-11-14,45,15,0
tenant_demo,hist_inv_00667,2745672878,cust_0688-XNJRO,2012-12-25,41,11,0
tenant_demo,hist_inv_01775,7152757733,cust_0688-XNJRO,2013-01-03,48,18,1
tenant_demo,hist_inv_00254,936925570,cust_0688-XNJRO,2013-01-17,38,8,0
tenant_demo,hist_inv_00149,578091983,cust_0688-XNJRO,2013-01-30,48,18,0
tenant_demo,hist_inv_01687,6793125916,cust_0688-XNJRO,2013-01-14,31,1,1
tenant_demo,hist_inv_02168,8748260263,cust_0688-XNJRO,2013-02-16,47,17,0
tenant_demo,hist_inv_01249,5010861294,cust_0688-XNJRO,2013-03-21,30,0,0
tenant_demo,hist_inv_00655,2698045799,cust_0688-XNJRO,2013-05-27,62,32,1
tenant_demo,hist_inv_01388,5633925313,cust_0688-XNJRO,2013-06-04,53,23,0
tenant_demo,hist_inv_01310,5277730076,cust_0688-XNJRO,2013-06-16,45,15,0
tenant_demo,hist_inv_01829,7403439811,cust_0688-XNJRO,2013-07-09,37,7,0
tenant_demo,hist_inv_00473,1858692476,cust_0688-XNJRO,2013-08-03,59,29,1
tenant_demo,hist_inv_00930,3800378393,cust_0688-XNJRO,2013-07-23,38,8,0
tenant_demo,hist_inv_01470,5963438295,cust_0688-XNJRO,2013-08-23,38,8,0
tenant_demo,hist_inv_00205,760825845,cust_0688-XNJRO,2013-09-18,39,9,0
tenant_demo,hist_inv_00059,206372278,cust_0688-XNJRO,2013-09-21,38,8,0
tenant_demo,hist_inv_00715,2960848343,cust_0688-XNJRO,2013-09-26,35,5,0
tenant_demo,hist_inv_01851,7497563219,cust_0688-XNJRO,2013-10-21,50,20,1
tenant_demo,hist_inv_02325,9359250752,cust_0688-XNJRO,2013-10-04,28,0,0
tenant_demo,hist_inv_00949,3876210500,cust_0688-XNJRO,2013-10-26,48,18,0
tenant_demo,hist_inv_00899,3671610537,cust_0688-XNJRO,2013-10-28,43,13,0
tenant_demo,hist_inv_01550,6254565489,cust_0688-XNJRO,2014-01-05,51,21,0
tenant_demo,hist_inv_00368,1436424010,cust_0688-XNJRO,2014-01-08,45,15,0
tenant_demo,hist_inv_02411,9787421130,cust_0706-NRGUP,2012-04-23,41,11,0
tenant_demo,hist_inv_00121,489697015,cust_0706-NRGUP,2012-05-22,36,6,0
tenant_demo,hist_inv_01155,4696816536,cust_0706-NRGUP,2012-05-20,32,2,0
tenant_demo,hist_inv_00971,3958060330,cust_0706-NRGUP,2012-06-28,37,7,0
tenant_demo,hist_inv_01037,4182069928,cust_0706-NRGUP,2012-07-23,34,4,0
tenant_demo,hist_inv_02177,8810803769,cust_0706-NRGUP,2012-08-31,39,9,0
tenant_demo,hist_inv_01742,7009543833,cust_0706-NRGUP,2012-09-03,31,1,0
tenant_demo,hist_inv_01870,7577985769,cust_0706-NRGUP,2012-10-24,26,0,0
tenant_demo,hist_inv_02094,8449889683,cust_0706-NRGUP,2012-12-09,25,0,0
tenant_demo,hist_inv_00262,979439975,cust_0706-NRGUP,2013-01-10,47,17,0
tenant_demo,hist_inv_01398,5671103218,cust_0706-NRGUP,2012-12-30,25,0,0
tenant_demo,hist_inv_02085,8419584909,cust_0706-NRGUP,2013-03-16,37,7,0
tenant_demo,hist_inv_00874,3542268547,cust_0706-NRGUP,2013-10-01,35,5,0
tenant_demo,hist_inv_02362,9546060439,cust_0706-NRGUP,2013-10-04,30,0,0
tenant_demo,hist_inv_01141,4649451107,cust_0706-NRGUP,2013-10-06,21,0,0
tenant_demo,hist_inv_02219,8978691415,cust_0706-NRGUP,2013-10-28,25,0,0
tenant_demo,hist_inv_00554,2238525299,cust_0706-NRGUP,2013-10-26,21,0,0
tenant_demo,hist_inv_00958,3910002517,cust_0706-NRGUP,2013-12-26,28,0,0
tenant_demo,hist_inv_00680,2806337298,cust_0709-LZRJV,2012-03-25,35,5,0
tenant_demo,hist_inv_00876,3550686615,cust_0709-LZRJV,2012-03-19,20,0,0
tenant_demo,hist_inv_00893,3636727153,cust_0709-LZRJV,2012-04-12,31,1,1
tenant_demo,hist_inv_00152,598324396,cust_0709-LZRJV,2012-08-16,40,10,0
tenant_demo,hist_inv_02127,8575598490,cust_0709-LZRJV,2012-08-24,42,12,1
tenant_demo,hist_inv_02448,9922568654,cust_0709-LZRJV,2012-10-09,36,6,0
tenant_demo,hist_inv_00159,608905626,cust_0709-LZRJV,2012-10-23,26,0,0
tenant_demo,hist_inv_00908,3707879583,cust_0709-LZRJV,2012-11-29,30,0,0
tenant_demo,hist_inv_01954,7896000091,cust_0709-LZRJV,2013-01-16,46,16,1
tenant_demo,hist_inv_02414,9800138273,cust_0709-LZRJV,2013-04-29,54,24,1
tenant_demo,hist_inv_01903,7706707710,cust_0709-LZRJV,2013-04-08,25,0,0
tenant_demo,hist_inv_02421,9825194232,cust_0709-LZRJV,2013-05-22,35,5,1
tenant_demo,hist_inv_01984,8017340942,cust_0709-LZRJV,2013-05-21,28,0,0
tenant_demo,hist_inv_00437,1731769135,cust_0709-LZRJV,2013-07-22,41,11,1
tenant_demo,hist_inv_00822,3342383577,cust_0709-LZRJV,2013-07-12,21,0,0
tenant_demo,hist_inv_01134,4595561744,cust_0709-LZRJV,2013-07-18,17,0,0
tenant_demo,hist_inv_02302,9258277700,cust_0709-LZRJV,2013-07-24,22,0,0
tenant_demo,hist_inv_01097,4444986261,cust_0709-LZRJV,2013-08-29,39,9,1
tenant_demo,hist_inv_01764,7100218787,cust_0709-LZRJV,2013-08-10,18,0,0
tenant_demo,hist_inv_00342,1323201810,cust_0709-LZRJV,2013-08-15,19,0,0
tenant_demo,hist_inv_02391,9685029181,cust_0709-LZRJV,2013-09-11,33,3,0
tenant_demo,hist_inv_00827,3355481569,cust_0709-LZRJV,2013-09-19,23,0,0
tenant_demo,hist_inv_01936,7851279717,cust_0709-LZRJV,2013-11-06,22,0,0
tenant_demo,hist_inv_00694,2879905746,cust_0709-LZRJV,2013-12-24,30,0,0
tenant_demo,hist_inv_01528,6179146246,cust_0709-LZRJV,2013-12-26,28,0,0
tenant_demo,hist_inv_01688,6805978922,cust_0783-PEPYR,2012-02-20,43,13,0
tenant_demo,hist_inv_01188,4813721122,cust_0783-PEPYR,2012-03-31,38,8,0
tenant_demo,hist_inv_01884,7640437486,cust_0783-PEPYR,2012-04-12,33,3,0
tenant_demo,hist_inv_01918,7787761526,cust_0783-PEPYR,2012-04-20,34,4,0
tenant_demo,hist_inv_01349,5446180510,cust_0783-PEPYR,2012-06-11,43,13,1
tenant_demo,hist_inv_00443,1754229382,cust_0783-PEPYR,2012-06-18,34,4,0
tenant_demo,hist_inv_00811,3289137440,cust_0783-PEPYR,2012-09-13,42,12,0
tenant_demo,hist_inv_01419,5777629589,cust_0783-PEPYR,2012-10-09,37,7,0
tenant_demo,hist_inv_02074,8382421151,cust_0783-PEPYR,2012-11-18,49,19,1
tenant_demo,hist_inv_00912,3720515641,cust_0783-PEPYR,2012-12-04,32,2,0
tenant_demo,hist_inv_01865,7555537204,cust_0783-PEPYR,2013-02-03,34,4,0
tenant_demo,hist_inv_01370,5554040283,cust_0783-PEPYR,2013-03-30,41,11,0
tenant_demo,hist_inv_02370,9582586663,cust_0783-PEPYR,2013-06-12,51,21,1
tenant_demo,hist_inv_00481,1898422054,cust_0783-PEPYR,2013-06-23,47,17,0
tenant_demo,hist_inv_00825,3347423476,cust_0783-PEPYR,2013-07-07,41,11,0
tenant_demo,hist_inv_02097,8456442808,cust_0783-PEPYR,2013-08-16,42,12,0
tenant_demo,hist_inv_01372,5564408624,cust_0783-PEPYR,2013-10-05,44,14,1
tenant_demo,hist_inv_00960,3922850581,cust_0783-PEPYR,2013-11-13,57,27,1
tenant_demo,hist_inv_01333,5378812305,cust_0783-PEPYR,2013-10-19,31,1,0
tenant_demo,hist_inv_00224,858258272,cust_0783-PEPYR,2013-11-10,41,11,0
tenant_demo,hist_inv_00278,1056254354,cust_0783-PEPYR,2013-12-06,30,0,0
tenant_demo,hist_inv_00250,915652542,cust_1080-NDGAE,2012-02-13,39,9,1
tenant_demo,hist_inv_01073,4336863090,cust_1080-NDGAE,2012-02-06,26,0,1
tenant_demo,hist_inv_00033,106360977,cust_1080-NDGAE,2012-03-26,36,6,1
tenant_demo,hist_inv_00839,3392014041,cust_1080-NDGAE,2012-03-24,23,0,0
tenant_demo,hist_inv_02035,8193630211,cust_1080-NDGAE,2012-04-14,35,5,1
tenant_demo,hist_inv_02134,8610241270,cust_1080-NDGAE,2012-03-31,17,0,0
tenant_demo,hist_inv_01322,5348963302,cust_1080-NDGAE,2012-05-22,25,0,0
tenant_demo,hist_inv_00629,2592238538,cust_1080-NDGAE,2012-06-29,33,3,1
tenant_demo,hist_inv_02308,9288370923,cust_1080-NDGAE,2012-08-05,32,2,1
tenant_demo,hist_inv_02379,9632048192,cust_1080-NDGAE,2012-08-23,45,15,1
tenant_demo,hist_inv_00683,2818239190,cust_1080-NDGAE,2012-08-13,29,0,0
tenant_demo,hist_inv_00067,246081324,cust_1080-NDGAE,2012-10-13,37,7,1
tenant_demo,hist_inv_01132,4589989662,cust_1080-NDGAE,2012-10-18,31,1,1
tenant_demo,hist_inv_01285,5156029827,cust_1080-NDGAE,2012-11-17,30,0,1
tenant_demo,hist_inv_02402,9745775106,cust_1080-NDGAE,2012-12-05,18,0,0
tenant_demo,hist_inv_02147,8673161784,cust_1080-NDGAE,2013-02-13,29,0,1
tenant_demo,hist_inv_00525,2121660618,cust_1080-NDGAE,2013-03-02,36,6,1
tenant_demo,hist_inv_00390,1556974311,cust_1080-NDGAE,2013-03-21,29,0,1
tenant_demo,hist_inv_00223,857712918,cust_1080-NDGAE,2013-04-04,41,11,1
tenant_demo,hist_inv_02333,9390786866,cust_1080-NDGAE,2013-04-06,41,11,1
tenant_demo,hist_inv_00575,2329204580,cust_1080-NDGAE,2013-03-21,19,0,0
tenant_demo,hist_inv_00970,3954057080,cust_1080-NDGAE,2013-06-15,36,6,1
tenant_demo,hist_inv_01367,5536610902,cust_1080-NDGAE,2013-08-01,33,3,1
tenant_demo,hist_inv_00418,1671914105,cust_1080-NDGAE,2013-08-05,26,0,1
tenant_demo,hist_inv_00701,2912484665,cust_1080-NDGAE,2013-09-08,34,4,1
tenant_demo,hist_inv_00810,3289097967,cust_1080-NDGAE,2013-10-03,34,4,1
tenant_demo,hist_inv_00169,641300165,cust_1080-NDGAE,2013-10-14,32,2,1
tenant_demo,hist_inv_00705,2925434206,cust_1080-NDGAE,2013-10-23,12,0,0
tenant_demo,hist_inv_00356,1388916055,cust_1080-NDGAE,2013-11-13,22,0,1
tenant_demo,hist_inv_01283,5144461624,cust_1080-NDGAE,2013-12-16,33,3,1
tenant_demo,hist_inv_01156,4701158835,cust_1080-NDGAE,2013-12-23,35,5,1
tenant_demo,hist_inv_01982,8011401581,cust_1168-BEASA,2012-03-21,21,0,0
tenant_demo,hist_inv_01703,6873740038,cust_1168-BEASA,2012-04-25,17,0,0
tenant_demo,hist_inv_01102,4462653546,cust_1168-BEASA,2012-08-26,24,0,0
tenant_demo,hist_inv_01928,7829407127,cust_1168-BEASA,2012-10-03,28,0,0
tenant_demo,hist_inv_01508,6095691270,cust_1168-BEASA,2012-09-25,19,0,0
tenant_demo,hist_inv_02040,8223221939,cust_1168-BEASA,2012-12-28,42,12,1
tenant_demo,hist_inv_00452,1779886998,cust_1168-BEASA,2012-12-18,23,0,0
tenant_demo,hist_inv_01840,7463017763,cust_1168-BEASA,2012-12-27,28,0,0
tenant_demo,hist_inv_01182,4791525699,cust_1168-BEASA,2012-12-23,11,0,0
tenant_demo,hist_inv_02182,8835176664,cust_1168-BEASA,2013-01-25,26,0,0
tenant_demo,hist_inv_00590,2427601971,cust_1168-BEASA,2013-02-01,19,0,0
tenant_demo,hist_inv_02022,8147793831,cust_1168-BEASA,2013-02-21,18,0,0
tenant_demo,hist_inv_01158,4719815783,cust_1168-BEASA,2013-04-27,23,0,0
tenant_demo,hist_inv_00275,1047899565,cust_1168-BEASA,2013-05-04,20,0,0
tenant_demo,hist_inv_01693,6826164955,cust_1168-BEASA,2013-05-13,22,0,0
tenant_demo,hist_inv_01517,6133129097,cust_1168-BEASA,2013-05-15,23,0,0
tenant_demo,hist_inv_00318,1241888754,cust_1168-BEASA,2013-06-15,45,15,1
tenant_demo,hist_inv_00720,2969926155,cust_1168-BEASA,2013-07-03,22,0,0
tenant_demo,hist_inv_00673,2758133753,cust_1168-BEASA,2013-07-03,21,0,0
tenant_demo,hist_inv_01597,6453395358,cust_1168-BEASA,2013-07-24,18,0,0
tenant_demo,hist_inv_01581,6375941605,cust_1168-BEASA,2013-09-11,26,0,0
tenant_demo,hist_inv_01461,5934744260,cust_1168-BEASA,2013-09-12,25,0,0
tenant_demo,hist_inv_01846,7483571988,cust_1168-BEASA,2013-11-23,14,0,0
tenant_demo,hist_inv_02271,9180666472,cust_1408-OQZUE,2012-03-19,35,5,0
tenant_demo,hist_inv_00268,1012251297,cust_1408-OQZUE,2012-04-21,60,30,1
tenant_demo,hist_inv_00413,1660153943,cust_1408-OQZUE,2012-03-28,36,6,0
tenant_demo,hist_inv_00079,285510254,cust_1408-OQZUE,2012-05-28,53,23,0
tenant_demo,hist_inv_01845,7483503715,cust_1408-OQZUE,2012-05-07,26,0,0
tenant_demo,hist_inv_02243,9065240153,cust_1408-OQZUE,2012-05-17,27,0,0
tenant_demo,hist_inv_00420,1675817832,cust_1408-OQZUE,2012-06-20,39,9,0
tenant_demo,hist_inv_01266,5051542190,cust_1408-OQZUE,2012-09-01,59,29,1
tenant_demo,hist_inv_01427,5822411556,cust_1408-OQZUE,2013-01-27,46,16,1
tenant_demo,hist_inv_00357,1390614217,cust_1408-OQZUE,2013-01-23,29,0,0
tenant_demo,hist_inv_00569,2290457712,cust_1408-OQZUE,2013-02-09,38,8,1
tenant_demo,hist_inv_01680,6753688990,cust_1408-OQZUE,2013-02-05,20,0,0
tenant_demo,hist_inv_01086,4386748004,cust_1408-OQZUE,2013-02-19,32,2,0
tenant_demo,hist_inv_02076,8389404239,cust_1408-OQZUE,2013-05-11,30,0,0
tenant_demo,hist_inv_00127,500975230,cust_1408-OQZUE,2013-05-23,35,5,0
tenant_demo,hist_inv_02008,8099966017,cust_1408-OQZUE,2013-08-04,44,14,1
tenant_demo,hist_inv_02431,9855642847,cust_1408-OQZUE,2013-08-11,48,18,1
tenant_demo,hist_inv_02426,9835762300,cust_1408-OQZUE,2013-08-07,35,5,0
tenant_demo,hist_inv_00198,739678368,cust_1408-OQZUE,2013-08-06,33,3,0
tenant_demo,hist_inv_02279,9192101573,cust_1408-OQZUE,2013-08-02,27,0,0
tenant_demo,hist_inv_01278,5129304908,cust_1408-OQZUE,2013-11-05,43,13,0
tenant_demo,hist_inv_00409,1652571996,cust_1408-OQZUE,2013-11-11,28,0,0
tenant_demo,hist_inv_01770,7127477711,cust_1408-OQZUE,2014-01-02,38,8,0
tenant_demo,hist_inv_01778,7167433652,cust_1447-YZKCL,2012-03-18,39,9,0
tenant_demo,hist_inv_02173,8788784425,cust_1447-YZKCL,2012-05-18,36,6,0
tenant_demo,hist_inv_00943,3861752292,cust_1447-YZKCL,2012-06-12,38,8,0
tenant_demo,hist_inv_01449,5893003141,cust_1447-YZKCL,2012-06-26,32,2,0
tenant_demo,hist_inv_02216,8965430329,cust_1447-YZKCL,2012-07-22,36,6,0
tenant_demo,hist_inv_00997,4050934350,cust_1447-YZKCL,2012-07-23,30,0,0
tenant_demo,hist_inv_01938,7859471043,cust_1447-YZKCL,2012-09-01,39,9,0
tenant_demo,hist_inv_00925,3775864259,cust_1447-YZKCL,2012-09-13,43,13,0
tenant_demo,hist_inv_01407,5732886455,cust_1447-YZKCL,2012-10-13,30,0,0
tenant_demo,hist_inv_01601,6470819411,cust_1447-YZKCL,2012-11-12,35,5,0
tenant_demo,hist_inv_01366,5536234391,cust_1447-YZKCL,2012-12-10,39,9,0
tenant_demo,hist_inv_02383,9647532335,cust_1447-YZKCL,2013-01-07,30,0,0
tenant_demo,hist_inv_01653,6655280733,cust_1447-YZKCL,2013-02-06,21,0,0
tenant_demo,hist_inv_00417,1670705301,cust_1447-YZKCL,2013-02-22,36,6,0
tenant_demo,hist_inv_01890,7665948122,cust_1447-YZKCL,2013-03-13,28,0,0
tenant_demo,hist_inv_00045,173814675,cust_1447-YZKCL,2013-05-27,30,0,0
tenant_demo,hist_inv_00192,705084741,cust_1447-YZKCL,2013-05-28,26,0,0
tenant_demo,hist_inv_01276,5126179664,cust_1447-YZKCL,2013-06-08,22,0,0
tenant_demo,hist_inv_02083,8401420623,cust_1447-YZKCL,2013-08-28,40,10,1
tenant_demo,hist_inv_01796,7218760518,cust_1447-YZKCL,2013-09-21,34,4,1
tenant_demo,hist_inv_02016,8137093063,cust_1447-YZKCL,2013-09-26,35,5,0
tenant_demo,hist_inv_02088,8427086210,cust_1447-YZKCL,2013-12-05,36,6,0
tenant_demo,hist_inv_01411,5750325838,cust_1447-YZKCL,2013-12-17,31,1,0
tenant_demo,hist_inv_01460,5928070131,cust_1604-LIFKX,2012-02-25,53,23,0
tenant_demo,hist_inv_02332,9385395392,cust_1604-LIFKX,2012-05-01,54,24,0
tenant_demo,hist_inv_00838,3388733623,cust_1604-LIFKX,2012-05-04,50,20,0
tenant_demo,hist_inv_01403,5715617144,cust_1604-LIFKX,2012-08-11,44,14,0
tenant_demo,hist_inv_02396,9711993534,cust_1604-LIFKX,2012-08-18,50,20,0
tenant_demo,hist_inv_01988,8030080145,cust_1604-LIFKX,2012-08-06,35,5,0
tenant_demo,hist_inv_02171,8780390122,cust_1604-LIFKX,2012-09-27,41,11,0
tenant_demo,hist_inv_00181,676551273,cust_1604-LIFKX,2012-12-01,49,19,0
