amount_due,payment_terms_days,paperless_bill,country_code,previous_invoice_count,previous_late_payments,previous_disputed_count,previous_total_amount,previous_average_invoice_amount,previous_average_days_late,previous_max_days_late,previous_on_time_payment_rate,previous_dispute_rate,previous_crm_negative_signal_score,relationship_age_days,risk_label
68.49,30,0,391,17,1,2,1017.31,59.84176470588235,1.0,17.0,0.9411764705882353,0.11764705882352941,0.17647058823529413,472,low
57.04,30,0,391,18,1,2,1085.8,60.32222222222222,0.9444444444444444,17.0,0.9444444444444444,0.1111111111111111,0.16666666666666666,479,low
61.66,30,0,391,19,1,2,1142.84,60.14947368421052,0.8947368421052632,17.0,0.9473684210526316,0.10526315789473684,0.15789473684210525,498,low
30.9,30,0,391,20,1,2,1204.5,60.225,0.85,17.0,0.95,0.1,0.15,516,low
43.64,30,0,391,21,1,2,1235.3999999999999,58.82857142857142,0.8095238095238095,17.0,0.9523809523809523,0.09523809523809523,0.14285714285714285,540,low
47.08,30,0,391,22,1,2,1279.04,58.13818181818181,0.7727272727272727,17.0,0.9545454545454546,0.09090909090909091,0.13636363636363635,546,low
70.9,30,0,391,23,1,2,1326.12,57.65739130434782,0.7391304347826086,17.0,0.9565217391304348,0.08695652173913043,0.13043478260869565,551,low
62.88,30,0,391,24,1,2,1397.02,58.20916666666667,0.7083333333333334,17.0,0.9583333333333334,0.08333333333333333,0.125,573,low
64.72,30,0,391,25,1,2,1459.8999999999999,58.395999999999994,0.68,17.0,0.96,0.08,0.12,600,low
59.56,30,0,391,26,1,2,1524.6200000000001,58.63923076923077,0.6538461538461539,17.0,0.9615384615384616,0.07692307692307693,0.11538461538461539,633,low
40.22,30,0,770,1,1,0,55.91,55.91,1.0,1.0,0.0,0.0,1.0,5,medium
59.34,30,0,770,2,2,0,96.13,48.065,3.0,5.0,0.0,0.0,1.0,26,high
60.35,30,0,770,3,3,1,155.47,51.82333333333333,9.0,21.0,0.0,0.3333333333333333,1.0,97,low
43.62,30,0,770,4,3,1,215.82,53.955,6.75,21.0,0.25,0.25,1.0,115,medium
43.09,30,0,770,5,4,2,259.43999999999994,51.88799999999999,8.4,21.0,0.19999999999999996,0.4,1.0,144,low
39.87,30,0,770,6,4,2,302.53,50.42166666666666,7.0,21.0,0.33333333333333337,0.3333333333333333,1.0,164,high
61.0,30,0,770,7,5,3,342.4,48.91428571428571,8.571428571428571,21.0,0.2857142857142857,0.42857142857142855,1.0,210,medium
70.67,30,0,770,8,6,3,403.4,50.425,8.125,21.0,0.25,0.375,1.0,238,low
28.95,30,0,770,9,6,3,474.07,52.67444444444445,7.222222222222222,21.0,0.33333333333333337,0.3333333333333333,1.0,239,medium
43.41,30,0,770,10,7,4,503.02,50.302,8.0,21.0,0.30000000000000004,0.4,1.0,243,high
32.86,30,0,770,11,8,5,546.43,49.67545454545454,9.090909090909092,21.0,0.2727272727272727,0.45454545454545453,1.0,254,medium
49.85,30,0,770,12,9,5,579.29,48.274166666666666,8.583333333333334,21.0,0.25,0.4166666666666667,1.0,273,medium
76.21,30,0,770,13,10,5,629.14,48.395384615384614,8.307692307692308,21.0,0.23076923076923073,0.38461538461538464,1.0,317,medium
22.53,30,0,770,14,11,5,705.35,50.38214285714286,8.0,21.0,0.2142857142857143,0.35714285714285715,1.0,349,medium
58.71,30,0,770,15,12,6,727.88,48.525333333333336,8.133333333333333,21.0,0.19999999999999996,0.4,1.0,359,low
52.14,30,0,770,16,12,6,786.59,49.161875,7.625,21.0,0.25,0.375,1.0,373,medium
64.48,30,0,770,17,13,7,838.73,49.33705882352941,7.764705882352941,21.0,0.23529411764705888,0.4117647058823529,1.0,380,medium
68.35,30,0,770,18,14,7,903.2099999999999,50.17833333333333,7.666666666666667,21.0,0.2222222222222222,0.3888888888888889,1.0,422,low
63.0,30,0,770,19,14,7,971.56,51.13473684210526,7.2631578947368425,21.0,0.26315789473684215,0.3684210526315789,1.0,454,low
27.0,30,0,770,20,14,7,1034.56,51.727999999999994,6.9,21.0,0.30000000000000004,0.35,1.0,475,low
38.55,30,0,770,21,14,7,1061.56,50.55047619047619,6.571428571428571,21.0,0.33333333333333337,0.3333333333333333,1.0,563,low
83.36,30,0,770,22,14,7,1100.1100000000001,50.005,6.2727272727272725,21.0,0.36363636363636365,0.3181818181818182,0.9545454545454546,572,low
46.07,30,0,770,23,14,8,1183.47,51.45521739130435,6.0,21.0,0.3913043478260869,0.34782608695652173,0.9565217391304348,655,low
58.22,30,0,770,24,14,8,1229.54,51.23083333333333,5.75,21.0,0.41666666666666663,0.3333333333333333,0.9166666666666666,679,low
72.36,30,0,770,25,14,8,1287.76,51.5104,5.52,21.0,0.43999999999999995,0.32,0.88,691,low
41.89,30,0,770,1,0,0,62.39,62.39,0.0,0.0,1.0,0.0,0.0,11,low
27.08,30,0,770,2,0,0,104.28000000000002,52.14000000000001,0.0,0.0,1.0,0.0,0.0,25,low
48.08,30,0,770,3,0,0,131.36,43.78666666666667,0.0,0.0,1.0,0.0,0.0,116,low
64.44,30,0,770,4,0,0,179.44,44.86,0.0,0.0,1.0,0.0,0.0,159,low
42.18,30,0,770,5,0,0,243.88,48.775999999999996,0.0,0.0,1.0,0.0,0.0,182,low
46.2,30,0,770,6,0,0,286.06,47.67666666666667,0.0,0.0,1.0,0.0,0.0,182,low
55.8,30,0,770,7,0,0,332.26,47.465714285714284,0.0,0.0,1.0,0.0,0.0,189,low
53.87,30,0,770,8,0,0,388.06,48.5075,0.0,0.0,1.0,0.0,0.0,197,low
70.6,30,0,770,9,0,0,441.92999999999995,49.103333333333325,0.0,0.0,1.0,0.0,0.0,199,medium
74.49,30,0,770,10,1,0,512.53,51.253,0.2,2.0,0.9,0.0,0.1,219,low
39.69,30,0,770,11,1,0,587.02,53.36545454545455,0.18181818181818182,2.0,0.9090909090909091,0.0,0.09090909090909091,219,medium
37.9,30,0,770,12,2,0,626.71,52.225833333333334,0.25,2.0,0.8333333333333334,0.0,0.16666666666666666,250,low
62.84,30,0,770,13,2,0,664.6099999999999,51.123846153846145,0.23076923076923078,2.0,0.8461538461538461,0.0,0.15384615384615385,269,low
65.75,30,0,770,14,2,0,727.45,51.96071428571429,0.21428571428571427,2.0,0.8571428571428572,0.0,0.14285714285714285,335,low
57.64,30,0,770,15,2,0,793.2,52.88,0.2,2.0,0.8666666666666667,0.0,0.13333333333333333,364,medium
36.86,30,0,770,16,3,0,850.84,53.1775,0.4375,4.0,0.8125,0.0,0.1875,441,low
53.01,30,0,770,17,3,0,887.7,52.21764705882353,0.4117647058823529,4.0,0.8235294117647058,0.0,0.17647058823529413,442,low
67.86,30,0,770,18,3,0,940.7099999999999,52.26166666666666,0.3888888888888889,4.0,0.8333333333333334,0.0,0.16666666666666666,464,low
69.85,30,0,770,19,3,0,1008.57,53.08263157894737,0.3684210526315789,4.0,0.8421052631578947,0.0,0.15789473684210525,497,medium
68.03,30,0,770,20,4,0,1078.42,53.92100000000001,0.45,4.0,0.8,0.0,0.2,499,low
81.63,30,0,770,21,4,0,1146.4499999999998,54.592857142857135,0.42857142857142855,4.0,0.8095238095238095,0.0,0.19047619047619047,505,low
50.17,30,0,770,22,4,0,1228.08,55.82181818181818,0.4090909090909091,4.0,0.8181818181818181,0.0,0.18181818181818182,548,low
64.16,30,0,770,23,4,0,1278.25,55.57608695652174,0.391304347826087,4.0,0.8260869565217391,0.0,0.17391304347826086,561,medium
64.29,30,0,770,24,5,1,1342.41,55.93375,0.8333333333333334,11.0,0.7916666666666666,0.041666666666666664,0.25,562,low
44.4,30,0,770,25,5,1,1406.6999999999998,56.267999999999994,0.8,11.0,0.8,0.04,0.24,620,low
83.68,30,0,770,26,5,1,1451.1,55.81153846153846,0.7692307692307693,11.0,0.8076923076923077,0.038461538461538464,0.23076923076923078,626,low
92.48,30,0,770,27,5,1,1534.78,56.8437037037037,0.7407407407407407,11.0,0.8148148148148149,0.037037037037037035,0.2222222222222222,636,low
18.03,30,0,897,1,1,0,64.19,64.19,13.0,13.0,0.0,0.0,1.0,6,high
68.28,30,0,897,2,2,0,82.22,41.11,23.5,34.0,0.0,0.0,1.0,27,high
27.22,30,0,897,3,3,0,150.5,50.166666666666664,21.0,34.0,0.0,0.0,1.0,30,medium
35.3,30,0,897,4,4,0,177.71999999999997,44.42999999999999,16.5,34.0,0.0,0.0,1.0,94,high
49.62,30,0,897,5,5,0,213.01999999999998,42.604,17.0,34.0,0.0,0.0,1.0,100,high
45.79,30,0,897,6,6,0,262.64,43.77333333333333,17.166666666666668,34.0,0.0,0.0,1.0,147,high
24.42,30,0,897,7,7,0,308.43,44.06142857142857,17.714285714285715,34.0,0.0,0.0,1.0,175,medium
9.19,30,0,897,8,8,0,332.85,41.60625,16.875,34.0,0.0,0.0,1.0,186,high
28.51,30,0,897,9,9,0,342.04,38.004444444444445,18.0,34.0,0.0,0.0,1.0,235,medium
46.4,30,0,897,10,10,0,370.55,37.055,17.2,34.0,0.0,0.0,1.0,262,medium
23.05,30,0,897,11,11,0,416.95,37.904545454545456,17.0,34.0,0.0,0.0,1.0,307,medium
39.39,30,0,897,12,12,0,440.0,36.666666666666664,16.5,34.0,0.0,0.0,1.0,309,high
30.98,30,0,897,13,13,1,479.39,36.87615384615385,16.615384615384617,34.0,0.0,0.07692307692307693,1.0,333,medium
36.09,30,0,897,14,14,1,510.37,36.455,16.0,34.0,0.0,0.07142857142857142,1.0,336,high
40.86,30,0,897,15,15,1,546.46,36.43066666666667,16.133333333333333,34.0,0.0,0.06666666666666667,1.0,337,medium
44.81,30,0,897,16,16,2,587.3199999999999,36.707499999999996,15.1875,34.0,0.0,0.125,1.0,354,high
25.38,30,0,897,17,17,2,632.13,37.18411764705883,15.294117647058824,34.0,0.0,0.11764705882352941,1.0,404,low
55.16,30,0,897,18,17,2,657.51,36.528333333333336,14.444444444444445,34.0,0.05555555555555558,0.1111111111111111,1.0,439,high
34.75,30,0,897,19,18,3,712.67,37.50894736842105,15.368421052631579,34.0,0.052631578947368474,0.15789473684210525,1.0,456,high
41.31,30,0,897,20,19,3,747.4200000000001,37.371,15.75,34.0,0.050000000000000044,0.15,1.0,476,medium
41.56,30,0,897,21,20,3,788.73,37.558571428571426,15.714285714285714,34.0,0.04761904761904767,0.14285714285714285,1.0,507,medium
43.07,30,0,897,22,21,3,830.29,37.74045454545455,15.318181818181818,34.0,0.045454545454545414,0.13636363636363635,1.0,510,high
9.52,30,0,897,23,22,4,873.36,37.97217391304348,15.91304347826087,34.0,0.04347826086956519,0.17391304347826086,1.0,520,medium
25.79,30,0,897,24,23,4,882.88,36.78666666666667,15.583333333333334,34.0,0.04166666666666663,0.16666666666666666,1.0,551,medium
40.58,30,0,897,25,24,4,908.67,36.3468,15.28,34.0,0.040000000000000036,0.16,1.0,576,medium
49.04,30,0,897,26,25,4,949.25,36.50961538461539,15.038461538461538,34.0,0.038461538461538436,0.15384615384615385,1.0,580,medium
36.6,30,0,897,27,26,4,998.2900000000001,36.973703703703706,14.777777777777779,34.0,0.03703703703703709,0.14814814814814814,1.0,588,medium
33.99,30,0,897,28,27,4,1034.89,36.96035714285715,14.428571428571429,34.0,0.0357142857142857,0.14285714285714285,1.0,598,high
25.07,30,0,897,29,28,5,1068.88,36.85793103448276,14.620689655172415,34.0,0.03448275862068961,0.1724137931034483,1.0,603,low
22.9,30,0,897,30,28,5,1093.9499999999998,36.464999999999996,14.133333333333333,34.0,0.06666666666666665,0.16666666666666666,1.0,605,high
33.37,30,0,897,31,29,5,1116.8500000000001,36.02741935483871,14.258064516129032,34.0,0.06451612903225812,0.16129032258064516,1.0,612,medium
56.04,30,0,897,32,30,5,1150.22,35.944375,14.21875,34.0,0.0625,0.15625,1.0,673,high
25.19,30,0,897,33,31,5,1206.26,36.553333333333335,14.424242424242424,34.0,0.06060606060606055,0.15151515151515152,1.0,682,medium
41.44,30,0,770,1,1,0,16.620000000000005,16.620000000000005,11.0,11.0,0.0,0.0,1.0,34,medium
39.25,30,0,770,2,2,0,58.06,29.03,8.5,11.0,0.0,0.0,1.0,36,medium
35.02,30,0,770,3,3,0,97.31,32.43666666666667,6.333333333333333,11.0,0.0,0.0,1.0,70,medium
16.78,30,0,770,4,4,0,132.33,33.0825,6.5,11.0,0.0,0.0,1.0,98,medium
29.62,30,0,770,5,5,0,149.11,29.822000000000003,6.0,11.0,0.0,0.0,1.0,132,medium
23.38,30,0,770,6,6,0,178.73000000000002,29.788333333333338,6.5,11.0,0.0,0.0,1.0,143,medium
21.0,30,0,770,7,7,0,202.11,28.872857142857146,5.714285714285714,11.0,0.0,0.0,1.0,199,low
20.61,30,0,770,8,7,0,223.11,27.88875,5.0,11.0,0.125,0.0,0.875,246,low
39.62,30,0,770,9,7,0,243.72000000000003,27.080000000000002,4.444444444444445,11.0,0.2222222222222222,0.0,0.7777777777777778,256,high
25.78,30,0,770,10,8,0,283.34000000000003,28.334000000000003,5.7,17.0,0.19999999999999996,0.0,0.8,267,low
26.49,30,0,770,11,8,0,309.12,28.10181818181818,5.181818181818182,17.0,0.2727272727272727,0.0,0.7272727272727273,331,medium
57.2,30,0,770,12,9,0,335.61,27.9675,5.333333333333333,17.0,0.25,0.0,0.75,532,medium
10.03,30,0,770,13,10,0,392.81,30.216153846153848,5.3076923076923075,17.0,0.23076923076923073,0.0,0.7692307692307693,540,low
23.81,30,0,770,14,10,0,402.84,28.774285714285714,4.928571428571429,17.0,0.2857142857142857,0.0,0.7142857142857143,551,low
44.36,30,0,770,15,10,0,426.65,28.44333333333333,4.6,17.0,0.33333333333333337,0.0,0.6666666666666666,569,low
35.7,30,0,770,16,10,0,471.01,29.438125,4.3125,17.0,0.375,0.0,0.625,571,low
29.37,30,0,770,17,10,0,506.71000000000004,29.806470588235296,4.0588235294117645,17.0,0.4117647058823529,0.0,0.5882352941176471,625,low
40.49,30,0,391,1,1,0,62.85,62.85,5.0,5.0,0.0,0.0,1.0,9,low
67.83,30,0,391,2,1,0,103.34000000000002,51.67000000000001,2.5,5.0,0.5,0.0,0.5,22,medium
10.92,30,0,391,3,2,1,171.17000000000002,57.05666666666667,2.0,5.0,0.33333333333333337,0.3333333333333333,1.0,139,medium
26.98,30,0,391,4,3,1,182.09,45.5225,4.0,10.0,0.25,0.25,1.0,145,medium
42.67,30,0,391,5,4,2,209.07,41.814,5.6,12.0,0.19999999999999996,0.4,1.0,197,medium
61.07,30,0,391,6,5,2,251.74,41.95666666666667,5.666666666666667,12.0,0.16666666666666663,0.3333333333333333,1.0,221,low
70.82,30,0,391,7,5,2,312.81,44.68714285714286,4.857142857142857,12.0,0.2857142857142857,0.2857142857142857,1.0,254,low
38.41,30,0,391,8,5,2,383.63,47.95375,4.25,12.0,0.375,0.25,0.875,286,high
30.89,30,0,391,9,6,3,422.04,46.89333333333334,5.555555555555555,16.0,0.33333333333333337,0.3333333333333333,1.0,381,high
68.16,30,0,391,10,7,4,452.93000000000006,45.293000000000006,7.4,24.0,0.30000000000000004,0.4,1.0,389,low
63.91,30,0,391,11,7,4,521.09,47.371818181818185,6.7272727272727275,24.0,0.36363636363636365,0.36363636363636365,1.0,423,medium
19.53,30,0,391,12,8,5,585.0,48.75,6.583333333333333,24.0,0.33333333333333337,0.4166666666666667,1.0,429,low
51.45,30,0,391,13,8,5,604.53,46.50230769230769,6.076923076923077,24.0,0.3846153846153846,0.38461538461538464,1.0,478,medium
36.09,30,0,391,14,9,6,655.9799999999999,46.85571428571428,6.428571428571429,24.0,0.3571428571428571,0.42857142857142855,1.0,488,low
50.28,30,0,391,15,9,6,692.07,46.138000000000005,6.0,24.0,0.4,0.4,1.0,498,low
44.71,30,0,391,16,9,6,742.3499999999999,46.396874999999994,5.625,24.0,0.4375,0.375,0.9375,499,low
81.77,30,0,391,17,9,6,787.06,46.29764705882353,5.294117647058823,24.0,0.47058823529411764,0.35294117647058826,0.8823529411764706,518,medium
61.89,30,0,391,18,10,7,868.83,48.26833333333334,5.5,24.0,0.4444444444444444,0.3888888888888889,0.9444444444444444,520,low
58.68,30,0,391,19,10,7,930.72,48.985263157894735,5.2105263157894735,24.0,0.4736842105263158,0.3684210526315789,0.8947368421052632,524,low
66.55,30,0,391,20,10,7,989.4000000000001,49.470000000000006,4.95,24.0,0.5,0.35,0.85,537,medium
62.73,30,0,391,21,11,7,1055.95,50.28333333333334,4.857142857142857,24.0,0.47619047619047616,0.3333333333333333,0.8571428571428571,555,low
61.29,30,0,391,22,11,7,1118.68,50.84909090909091,4.636363636363637,24.0,0.5,0.3181818181818182,0.8181818181818182,604,low
56.29,30,0,391,23,11,7,1179.97,51.30304347826087,4.434782608695652,24.0,0.5217391304347826,0.30434782608695654,0.782608695652174,644,low
32.82,30,0,391,24,11,7,1236.26,51.51083333333333,4.25,24.0,0.5416666666666667,0.2916666666666667,0.75,648,low
107.11,30,0,406,1,1,0,63.92,63.92,13.0,13.0,0.0,0.0,1.0,45,medium
75.62,30,0,406,2,2,0,171.03,85.515,10.5,13.0,0.0,0.0,1.0,62,medium
64.33,30,0,406,3,3,0,246.65000000000003,82.21666666666668,8.0,13.0,0.0,0.0,1.0,69,medium
50.55,30,0,406,4,4,0,310.97999999999996,77.74499999999999,7.0,13.0,0.0,0.0,1.0,112,medium
81.1,30,0,406,5,5,1,361.53,72.306,8.2,13.0,0.0,0.2,1.0,128,medium
84.75,30,0,406,6,6,1,442.63,73.77166666666666,7.5,13.0,0.0,0.16666666666666666,1.0,207,medium
57.26,30,0,406,7,7,1,527.38,75.34,8.142857142857142,13.0,0.0,0.14285714285714285,1.0,238,medium
87.36,30,0,406,8,8,1,584.64,73.08,8.0,13.0,0.0,0.125,1.0,266,high
62.27,30,0,406,9,9,2,672.0,74.66666666666667,9.222222222222221,19.0,0.0,0.2222222222222222,1.0,299,medium
66.56,30,0,406,10,10,2,734.27,73.42699999999999,8.5,19.0,0.0,0.2,1.0,358,medium
59.36,30,0,406,11,11,2,800.83,72.80272727272728,8.090909090909092,19.0,0.0,0.18181818181818182,1.0,406,medium
33.11,30,0,406,12,12,2,860.1899999999999,71.68249999999999,8.333333333333334,19.0,0.0,0.16666666666666666,1.0,470,high
61.13,30,0,406,13,13,3,893.3000000000001,68.71538461538462,9.307692307692308,21.0,0.0,0.23076923076923078,1.0,485,high
104.52,30,0,406,14,14,3,954.4300000000001,68.17357142857144,9.857142857142858,21.0,0.0,0.21428571428571427,1.0,505,medium
49.56,30,0,406,15,15,3,1058.95,70.59666666666666,9.933333333333334,21.0,0.0,0.2,1.0,544,medium
50.69,30,0,406,16,16,3,1108.51,69.281875,10.0625,21.0,0.0,0.1875,1.0,592,medium
72.87,30,0,406,17,17,4,1159.1999999999998,68.18823529411763,10.294117647058824,21.0,0.0,0.23529411764705882,1.0,618,high
58.58,30,0,406,18,18,5,1232.0700000000002,68.44833333333334,11.222222222222221,27.0,0.0,0.2777777777777778,1.0,619,medium
43.67,30,0,406,19,19,5,1290.6499999999999,67.92894736842105,10.68421052631579,27.0,0.0,0.2631578947368421,1.0,631,medium
71.78,30,0,406,20,20,5,1334.32,66.716,10.7,27.0,0.0,0.25,1.0,668,low
73.06,30,0,391,1,1,1,78.29000000000002,78.29000000000002,9.0,9.0,0.0,1.0,1.0,6,low
93.48,30,0,391,2,1,2,151.35000000000002,75.67500000000001,4.5,9.0,0.5,1.0,1.0,45,medium
56.54,30,0,391,3,2,3,244.83,81.61,5.0,9.0,0.33333333333333337,1.0,1.0,56,low
85.82,30,0,391,4,2,3,301.37,75.3425,3.75,9.0,0.5,0.75,1.0,65,medium
95.82,30,0,391,5,3,4,387.19,77.438,4.0,9.0,0.4,0.8,1.0,69,low
96.6,30,0,391,6,3,4,483.01,80.50166666666667,3.3333333333333335,9.0,0.5,0.6666666666666666,1.0,113,low
92.25,30,0,391,7,3,4,579.61,82.80142857142857,2.857142857142857,9.0,0.5714285714285714,0.5714285714285714,1.0,143,medium
77.47,30,0,391,8,4,5,671.8599999999999,83.98249999999999,2.875,9.0,0.5,0.625,1.0,181,medium
128.28,30,0,391,9,5,6,749.33,83.25888888888889,2.7777777777777777,9.0,0.4444444444444444,0.6666666666666666,1.0,186,medium
61.48,30,0,391,10,6,7,877.61,87.761,4.0,15.0,0.4,0.7,1.0,192,low
92.53,30,0,391,11,6,7,939.0899999999999,85.37181818181817,3.6363636363636362,15.0,0.4545454545454546,0.6363636363636364,1.0,245,medium
94.16,30,0,391,12,7,8,1031.62,85.96833333333332,3.9166666666666665,15.0,0.41666666666666663,0.6666666666666666,1.0,256,medium
73.57,30,0,391,13,8,9,1125.78,86.59846153846154,3.6923076923076925,15.0,0.3846153846153846,0.6923076923076923,1.0,287,low
64.09,30,0,391,14,8,10,1199.3500000000001,85.66785714285716,3.4285714285714284,15.0,0.4285714285714286,0.7142857142857143,1.0,317,low
100.0,30,0,391,15,8,10,1263.44,84.22933333333334,3.2,15.0,0.4666666666666667,0.6666666666666666,1.0,376,low
79.79,30,0,391,16,8,11,1363.44,85.215,3.0,15.0,0.5,0.6875,1.0,386,medium
107.94,30,0,391,17,9,12,1443.23,84.89588235294117,3.176470588235294,15.0,0.47058823529411764,0.7058823529411765,1.0,412,low
93.39,30,0,391,18,9,13,1551.1699999999998,86.1761111111111,3.0,15.0,0.5,0.7222222222222222,1.0,414,medium
74.62,30,0,391,19,10,14,1644.56,86.55578947368421,3.4210526315789473,15.0,0.4736842105263158,0.7368421052631579,1.0,416,medium
54.56,30,0,391,20,11,15,1719.18,85.959,3.8,15.0,0.44999999999999996,0.75,1.0,422,low
74.5,30,0,391,21,11,15,1773.74,84.46380952380953,3.619047619047619,15.0,0.47619047619047616,0.7142857142857143,1.0,491,medium
89.97,30,0,391,22,12,16,1848.24,84.0109090909091,3.727272727272727,15.0,0.4545454545454546,0.7272727272727273,1.0,541,medium
83.49,30,0,391,23,13,17,1938.21,84.27,3.6956521739130435,15.0,0.4347826086956522,0.7391304347826086,1.0,552,low
92.16,30,0,391,24,13,18,2021.7,84.2375,3.5416666666666665,15.0,0.45833333333333337,0.75,1.0,578,medium
82.6,30,0,391,25,14,19,2113.86,84.5544,3.56,15.0,0.43999999999999995,0.76,1.0,603,medium
94.57,30,0,391,26,15,20,2196.4599999999996,84.47923076923075,3.576923076923077,15.0,0.42307692307692313,0.7692307692307693,1.0,616,medium
76.07,30,0,391,27,16,21,2291.0299999999997,84.85296296296295,3.5185185185185186,15.0,0.40740740740740744,0.7777777777777778,1.0,645,low
94.19,30,0,391,28,16,21,2367.1,84.53928571428571,3.392857142857143,15.0,0.4285714285714286,0.75,1.0,656,low
101.93,30,0,391,29,16,22,2461.29,84.87206896551724,3.2758620689655173,15.0,0.4482758620689655,0.7586206896551724,1.0,678,medium
83.59,30,0,391,30,17,23,2563.22,85.44066666666666,3.2666666666666666,15.0,0.43333333333333335,0.7666666666666667,1.0,683,medium
45.14,30,0,897,1,0,0,24.629999999999995,24.629999999999995,0.0,0.0,1.0,0.0,0.0,39,low
57.17,30,0,897,2,0,0,69.77,34.885,0.0,0.0,1.0,0.0,0.0,155,low
61.46,30,0,897,3,0,0,126.94,42.31333333333333,0.0,0.0,1.0,0.0,0.0,189,low
43.17,30,0,897,4,0,0,188.39999999999998,47.099999999999994,0.0,0.0,1.0,0.0,0.0,190,low
84.22,30,0,897,5,0,0,231.56999999999996,46.31399999999999,0.0,0.0,1.0,0.0,0.0,261,medium
65.5,30,0,897,6,1,1,315.78999999999996,52.63166666666666,2.0,12.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,270,low
63.76,30,0,897,7,1,1,381.29,54.470000000000006,1.7142857142857142,12.0,0.8571428571428572,0.14285714285714285,0.2857142857142857,274,low
47.08,30,0,897,8,1,1,445.05,55.63125,1.5,12.0,0.875,0.125,0.25,287,low
